year,region,crop_type,rainfall_mm,temperature_celsius,fertilizer_kg_per_ha,pesticide_kg_per_ha,farm_size_ha,soil_type,elevation_m,irrigation,yield_kg_per_ha
2006,Central,Wheat,1537.2,21.8,42.9,1.36,3.79,loam,1908,1,1886.0
2018,Western,Maize,1293.2,20.6,43.7,6.1,0.74,loam,1955,0,2359.0
2014,Nyanza,Maize,763.4,21.8,65.9,2.47,0.67,clay,1451,0,1639.8
2002,Eastern,Maize,521.0,26.7,48.4,0.81,1.28,clay,940,1,1025.4
2014,Nyanza,Maize,1118.2,22.7,15.8,3.4,3.94,clay,1778,0,1555.2
2018,Nyanza,Maize,1541.1,26.9,49.3,3.41,2.02,clay,1443,1,1467.7
2021,Central,Tea,1250.5,19.8,48.9,4.15,1.87,loam,1944,1,12946.1
2018,Western,Beans,1409.2,22.1,53.7,2.19,2.86,loam,1467,0,927.2
2005,Western,Sorghum,1454.5,22.8,13.6,2.14,3.32,clay,1927,0,360.2
2010,Rift Valley,Wheat,1077.1,22.6,12.7,2.42,1.11,loam,2300,1,2522.5
2009,Central,Coffee,1001.5,15.9,45.6,3.18,2.2,volcanic,1912,1,1393.8
2020,Eastern,Coffee,733.1,21.4,74.2,0.0,1.83,sandy,817,0,330.3
2017,Nyanza,Tea,2104.7,24.9,21.6,2.65,1.07,clay,1341,0,3198.8
2002,Eastern,Maize,500.7,26.2,43.4,3.22,0.79,sandy,591,0,596.6
2008,Nyanza,Wheat,1208.6,23.6,52.6,2.31,1.65,clay,1765,0,1237.4
2012,Eastern,Beans,490.0,24.5,40.0,0.9,0.56,clay,593,1,461.0
2021,North Eastern,Coffee,354.6,28.8,54.0,6.72,1.25,sandy,193,0,102.4
2008,Western,Beans,1422.2,22.2,44.7,1.09,1.03,loam,1959,1,864.4
2015,Rift Valley,Wheat,987.2,20.7,47.9,3.18,0.45,volcanic,1628,1,3894.6
2011,Rift Valley,Sorghum,834.1,20.5,46.7,2.97,1.87,volcanic,2596,1,1016.9
2008,Western,Coffee,1532.8,22.7,0.0,2.41,0.42,loam,1375,0,530.7
2002,Western,Wheat,1576.2,21.2,35.7,3.0,1.2,clay,1733,0,1081.4
2000,Coast,Tea,936.0,31.0,43.0,1.99,0.88,sandy,341,0,542.3
2001,Western,Coffee,1754.4,20.7,57.8,4.6,2.33,clay,1863,0,740.9
2007,Central,Coffee,1005.5,17.9,58.2,3.91,2.29,volcanic,1531,1,1608.2
2018,North Eastern,Tea,336.3,24.7,0.0,2.93,0.5,clay,465,0,313.3
2018,Coast,Maize,1417.4,27.6,40.7,2.53,0.7,loam,574,0,866.3
2011,North Eastern,Sorghum,85.2,32.1,23.7,2.76,0.56,clay,506,0,605.1
2002,Eastern,Maize,766.2,19.7,63.3,2.52,0.68,sandy,670,0,814.4
2002,Nyanza,Beans,1354.2,24.0,31.7,1.22,2.07,clay,1630,0,502.9
2000,Western,Tea,1677.8,22.9,48.8,2.23,0.34,clay,1234,0,4702.6
2006,North Eastern,Sorghum,260.3,27.5,83.4,2.24,1.47,clay,497,0,1173.4
2004,Coast,Maize,700.6,24.5,41.9,5.21,8.73,loam,447,0,1299.8
2005,Coast,Coffee,450.5,25.9,69.9,5.29,1.26,sandy,12,0,214.5
2016,Central,Sorghum,1433.7,16.5,52.5,3.74,0.34,loam,1895,1,378.1
2008,Nyanza,Wheat,1898.4,22.1,28.0,3.2,0.67,loam,1435,1,1237.1
2010,Rift Valley,Maize,991.0,20.5,38.5,6.06,0.84,volcanic,2173,1,3045.4
2023,Western,Maize,1850.5,22.0,5.2,1.96,1.17,clay,1765,0,1095.8
2011,Eastern,Beans,561.3,27.1,39.4,3.66,0.65,sandy,1010,0,261.2
2020,Eastern,Coffee,1042.6,26.3,34.7,3.8,1.24,sandy,651,0,251.5
2012,Western,Coffee,1520.5,21.9,26.3,4.15,0.26,loam,1992,0,711.0
2007,Coast,Maize,779.7,28.2,49.1,4.68,2.21,sandy,411,0,622.2
2008,Eastern,Maize,216.5,22.4,34.0,1.55,3.22,clay,1153,0,1110.5
2012,Rift Valley,Tea,825.8,18.9,41.0,2.69,2.0,volcanic,1767,1,11930.4
2014,Rift Valley,Beans,544.8,19.8,19.4,0.47,0.47,loam,2481,1,1125.0
2017,Coast,Maize,524.2,24.2,77.4,3.08,0.74,sandy,70,0,785.4
2000,North Eastern,Beans,203.8,28.0,24.5,3.75,2.54,clay,219,0,200.8
2004,Eastern,Wheat,643.9,21.4,18.6,3.22,1.15,clay,1469,0,1067.9
2007,Central,Coffee,1337.4,15.7,28.6,3.39,0.74,volcanic,2761,1,1196.2
2014,Nyanza,Tea,1487.9,25.7,39.8,3.9,2.2,clay,1229,0,3606.5
2019,Central,Maize,1310.2,15.5,34.0,0.06,1.54,volcanic,2903,1,1384.8
2003,Nyanza,Sorghum,1261.6,24.5,12.1,4.08,0.58,clay,1389,1,871.0
2000,North Eastern,Wheat,403.3,34.0,55.6,2.61,1.37,sandy,544,1,293.9
2015,Central,Beans,1151.5,22.2,50.9,0.0,0.83,loam,2405,1,969.2
2002,North Eastern,Coffee,250.0,29.9,44.7,0.0,0.77,clay,503,0,100.0
2022,Nyanza,Wheat,1156.8,21.1,38.4,3.92,3.88,clay,1650,0,1311.4
2014,Eastern,Tea,526.8,26.1,42.0,1.72,0.91,clay,1023,0,1464.2
2019,Central,Coffee,1468.3,17.2,42.7,0.33,1.09,loam,2072,1,1016.1
2020,Western,Maize,1435.4,20.8,49.6,1.63,1.5,loam,1957,0,1409.9
2005,Western,Beans,1493.4,21.8,37.0,3.26,1.04,loam,1611,0,715.4
2019,North Eastern,Wheat,303.5,25.5,19.1,3.18,1.34,clay,260,0,424.4
2012,Rift Valley,Beans,953.1,17.8,0.0,2.3,3.65,loam,2576,1,968.8
2015,North Eastern,Wheat,170.7,29.6,50.1,5.19,2.21,clay,315,0,320.9
2000,Coast,Wheat,1099.6,29.3,33.6,0.46,0.84,loam,204,0,487.6
2010,Central,Maize,1182.6,20.8,50.4,2.01,0.5,volcanic,2601,1,2430.3
2021,Central,Maize,1326.7,15.6,73.6,0.0,3.38,loam,1913,1,1329.7
2008,Coast,Beans,992.6,28.8,31.4,1.77,3.55,sandy,454,0,186.7
2021,North Eastern,Beans,310.6,26.1,32.1,2.44,0.63,clay,392,0,252.6
2023,Central,Beans,1078.5,16.8,48.5,3.13,0.39,volcanic,2786,1,1334.5
2005,Eastern,Coffee,556.1,21.0,54.8,1.73,1.15,sandy,675,0,296.3
2001,Nyanza,Maize,1573.1,22.6,47.4,1.59,1.43,clay,1586,0,1371.2
2003,Coast,Sorghum,1595.1,28.0,47.7,4.54,1.22,loam,341,0,354.7
2003,Coast,Maize,1310.8,29.7,50.9,1.96,0.49,sandy,515,0,439.4
2021,North Eastern,Wheat,215.8,28.5,23.9,1.4,9.07,sandy,467,0,216.4
2017,Rift Valley,Wheat,1311.0,21.3,43.4,2.8,3.71,volcanic,1556,1,3446.8
2018,North Eastern,Beans,285.4,31.5,8.7,1.71,2.35,clay,443,0,100.0
2004,Coast,Tea,763.6,29.3,68.7,0.43,1.06,sandy,49,0,641.5
2022,Nyanza,Beans,1664.3,23.0,47.9,1.06,0.89,loam,1402,1,691.2
2011,Western,Wheat,1750.9,24.8,15.8,1.65,1.28,clay,1932,0,733.2
2012,North Eastern,Maize,257.7,28.9,38.4,3.75,1.71,clay,398,0,510.7
2008,Nyanza,Coffee,1347.4,21.4,2.7,5.87,0.99,clay,1543,0,713.1
2006,Western,Sorghum,1553.2,24.1,69.1,1.78,0.81,clay,1850,0,405.2
2023,Nyanza,Tea,1304.7,23.2,61.4,0.24,0.34,loam,1208,0,4656.7
2023,Central,Maize,1239.1,16.8,48.7,0.0,2.18,volcanic,1711,1,1634.8
2013,Rift Valley,Beans,806.9,18.8,92.9,0.25,1.61,loam,2400,1,1278.6
2006,Coast,Wheat,795.8,28.6,66.6,1.62,0.74,loam,101,1,835.6
2018,Eastern,Wheat,522.3,20.5,50.2,0.97,0.79,clay,1177,0,955.3
2001,Central,Tea,1109.4,19.9,46.5,2.95,2.09,volcanic,2561,1,11838.2
2019,Coast,Tea,794.3,29.6,21.0,3.54,0.94,loam,339,0,814.5
2016,Central,Coffee,1274.2,15.0,20.7,2.86,2.17,volcanic,2482,1,891.0
2011,Nyanza,Sorghum,1970.4,22.9,25.8,0.23,0.38,clay,1524,1,246.2
2021,Western,Wheat,1550.5,24.6,57.4,2.84,0.72,clay,1456,0,826.6
2000,Central,Wheat,1466.1,16.8,13.2,1.77,0.48,volcanic,1815,1,2516.1
2009,Rift Valley,Beans,739.0,22.1,55.8,3.28,3.21,volcanic,2522,1,1144.2
2023,Central,Tea,1209.9,18.4,32.7,6.08,1.53,loam,2237,1,11828.8
2003,Nyanza,Beans,1358.6,24.2,37.9,5.41,0.4,loam,1732,0,743.3
2003,Rift Valley,Sorghum,1043.1,18.2,40.7,1.96,2.31,volcanic,2408,1,1019.1
2022,Central,Sorghum,1338.7,18.4,67.2,0.97,1.51,loam,2227,1,520.5
2019,Rift Valley,Beans,1230.1,17.7,39.4,2.55,0.29,loam,2607,1,871.1
2023,Rift Valley,Tea,1009.3,19.0,31.3,2.34,1.27,loam,1773,1,9031.0
2010,Nyanza,Tea,1853.6,22.7,29.2,2.76,3.32,loam,1342,0,5013.3
2011,Eastern,Coffee,461.1,24.4,79.1,1.74,0.64,clay,767,0,477.3
2008,Nyanza,Tea,1255.3,25.2,79.2,3.18,1.43,clay,1799,0,4316.2
2012,Eastern,Maize,433.0,27.2,13.0,1.88,1.38,sandy,1398,0,495.1
2014,Central,Wheat,1074.9,17.8,49.9,2.89,0.92,volcanic,2285,1,3878.9
2011,Western,Sorghum,1303.1,21.2,50.7,2.64,0.74,clay,1615,0,475.3
2013,Coast,Wheat,1349.0,28.0,0.0,3.06,0.93,loam,588,0,403.8
2021,Western,Tea,1585.5,24.3,42.3,1.31,0.71,loam,1778,0,4952.7
2021,Nyanza,Beans,1605.9,19.8,30.6,4.13,1.41,loam,1319,0,649.1
2016,North Eastern,Maize,337.7,28.4,98.5,1.01,0.71,sandy,392,0,352.2
2011,North Eastern,Maize,413.2,33.0,3.2,0.58,0.87,clay,488,0,260.6
2023,Eastern,Coffee,666.0,20.8,33.2,2.16,1.86,clay,1003,0,392.2
2002,Rift Valley,Sorghum,902.6,16.7,24.2,2.08,0.7,loam,1707,1,632.3
2006,North Eastern,Sorghum,451.5,31.9,0.0,2.78,0.85,sandy,199,0,467.2
2021,Western,Sorghum,1436.9,26.6,51.7,3.51,3.07,clay,1235,0,453.8
2008,Coast,Sorghum,949.5,28.5,12.6,4.89,1.34,sandy,461,0,391.3
2015,Coast,Coffee,1390.0,26.6,58.6,5.22,3.16,loam,192,1,507.6
2019,Rift Valley,Beans,589.8,22.0,71.5,2.53,3.41,loam,1557,1,1146.7
2014,Coast,Beans,1457.4,27.1,72.0,3.84,1.21,loam,21,1,405.0
2018,Central,Beans,1021.4,18.0,40.7,0.0,2.14,loam,2295,1,1038.0
2003,Nyanza,Tea,840.1,21.5,74.6,0.26,1.35,clay,1316,0,4958.9
2018,Nyanza,Sorghum,1184.9,20.4,59.6,0.0,3.03,loam,1474,0,815.0
2007,Central,Beans,909.8,15.2,64.3,3.3,0.88,volcanic,2217,1,1400.6
2002,Coast,Maize,1050.3,30.3,29.2,3.84,0.43,sandy,482,0,393.4
2003,Nyanza,Wheat,1330.6,21.8,69.4,1.45,0.65,loam,1320,0,1812.5
2002,Central,Sorghum,1183.6,19.2,46.9,3.19,2.01,volcanic,2384,1,800.6
2009,Nyanza,Maize,1184.6,24.6,53.1,2.93,3.39,loam,1631,0,1691.3
2013,Coast,Beans,650.8,27.3,22.8,1.16,0.31,loam,91,0,383.7
2017,Rift Valley,Coffee,944.8,19.0,42.0,1.34,1.37,volcanic,2057,1,1369.5
2018,Coast,Maize,965.5,27.3,57.8,0.82,0.79,loam,217,0,948.7
2005,Rift Valley,Coffee,713.4,20.3,35.1,0.0,4.72,loam,1743,1,1023.4
2021,Western,Beans,1316.2,23.0,42.8,2.31,4.83,clay,1811,0,515.9
2020,Rift Valley,Beans,699.3,18.3,68.3,3.66,1.21,loam,1973,1,1311.9
2007,Central,Maize,1175.9,14.2,61.1,4.65,2.53,volcanic,1688,1,1733.5
2023,Western,Coffee,1580.5,20.9,70.9,0.65,1.36,clay,1670,0,685.9
2018,Coast,Tea,1097.2,27.7,41.9,3.39,0.76,loam,267,0,1411.3
2003,Eastern,Wheat,486.3,25.2,30.7,2.04,3.01,clay,812,0,781.4
2007,Coast,Beans,253.5,26.7,49.1,1.03,1.41,loam,157,0,399.0
2014,Coast,Wheat,823.3,26.1,36.4,1.13,1.01,loam,270,0,731.9
2013,Eastern,Tea,381.4,25.1,89.2,3.67,0.74,clay,520,0,2016.7
2023,Central,Tea,1135.2,17.4,60.2,1.83,0.73,loam,2428,1,10576.0
2020,Nyanza,Maize,1287.1,23.6,51.7,4.43,0.47,clay,1690,0,1440.0
2004,North Eastern,Tea,335.1,31.0,70.4,2.11,1.9,clay,192,1,382.8
2008,Eastern,Beans,405.7,25.3,26.3,0.27,0.7,clay,1145,0,330.8
2018,Central,Sorghum,1066.6,15.5,61.9,3.14,0.46,loam,1680,1,501.6
2019,Coast,Wheat,1221.9,31.0,62.4,3.25,2.89,loam,531,0,426.8
2019,Nyanza,Wheat,1134.5,23.2,9.9,0.99,5.69,clay,1338,1,1302.7
2003,Rift Valley,Sorghum,729.1,18.2,45.4,2.41,1.98,volcanic,2413,1,907.8
2010,Coast,Beans,882.9,29.0,26.9,1.58,0.93,loam,273,0,343.5
2016,Central,Tea,1321.0,16.4,12.4,3.12,1.95,volcanic,1841,1,9737.1
2005,Coast,Maize,837.1,26.6,38.5,3.02,0.49,sandy,5,0,615.1
2005,Western,Sorghum,1559.9,21.4,34.4,1.58,1.06,clay,1311,0,319.5
2018,Western,Coffee,794.7,22.8,40.7,0.0,1.68,clay,1672,0,541.3
2013,Eastern,Beans,554.4,26.1,15.3,1.47,1.86,sandy,1373,1,353.6
2000,North Eastern,Tea,120.1,27.9,49.9,3.47,0.84,clay,221,0,294.1
2005,Rift Valley,Tea,1078.0,21.1,3.1,1.11,0.47,loam,2474,1,6904.4
2006,Rift Valley,Tea,799.6,16.3,46.5,2.41,1.92,volcanic,2598,1,12545.3
2020,Nyanza,Maize,1019.6,22.7,41.4,0.0,1.7,loam,1416,0,1494.8
2008,Coast,Wheat,588.0,29.0,77.4,3.13,1.64,loam,525,1,865.8
2000,North Eastern,Maize,174.5,29.4,24.0,2.4,3.21,clay,387,0,400.4
2021,Central,Beans,1069.2,13.3,50.2,4.56,1.23,volcanic,2409,1,1115.9
2017,Coast,Coffee,1156.6,26.9,36.1,0.49,0.74,sandy,415,1,231.8
2018,Eastern,Maize,501.3,26.6,20.4,1.47,1.77,sandy,766,1,697.0
2003,Central,Beans,639.6,17.9,11.5,3.25,1.48,loam,2514,1,1071.9
2007,Rift Valley,Wheat,948.4,15.2,5.5,1.66,0.66,volcanic,2649,1,3209.6
2012,Nyanza,Coffee,1726.6,22.2,40.4,0.74,4.42,loam,1761,1,1068.7
2010,Eastern,Sorghum,695.8,24.4,23.5,1.91,4.37,sandy,1335,0,726.8
2010,North Eastern,Coffee,364.8,38.3,47.8,1.74,1.33,clay,513,1,100.0
2012,Western,Beans,1208.0,22.9,32.1,1.36,0.79,loam,1379,0,663.1
2005,North Eastern,Beans,202.2,31.2,36.5,3.46,1.29,clay,271,0,124.9
2012,Eastern,Maize,389.2,15.2,48.7,3.86,0.26,clay,1263,0,710.5
2009,Eastern,Coffee,683.0,22.7,0.0,2.8,1.83,clay,1019,0,366.8
2014,Western,Wheat,1488.2,24.6,41.4,3.78,1.9,loam,1680,0,1064.7
2004,Eastern,Sorghum,548.6,24.9,76.3,1.99,1.64,sandy,677,0,912.3
2022,Rift Valley,Tea,631.0,16.8,19.1,3.52,0.55,volcanic,2714,1,11459.7
2011,Nyanza,Maize,1225.8,24.2,73.4,3.09,0.58,loam,1217,0,2050.6
2005,Central,Tea,1327.3,21.6,61.2,4.62,1.57,loam,2021,1,12506.4
2008,Rift Valley,Coffee,756.4,18.5,63.6,2.79,0.93,volcanic,1867,1,1557.4
2023,Nyanza,Tea,1881.7,18.8,64.1,1.09,0.52,clay,1774,0,6107.5
2019,Rift Valley,Maize,803.3,18.5,36.6,3.41,3.53,volcanic,2727,1,2589.1
2016,North Eastern,Wheat,306.6,26.0,35.1,3.0,3.35,clay,360,0,447.8
2018,Rift Valley,Maize,1017.6,20.9,58.9,4.11,0.87,loam,2254,1,2609.9
2022,Coast,Maize,479.0,28.7,43.0,0.23,1.85,sandy,455,0,409.5
2011,Western,Wheat,1794.6,20.9,23.6,2.49,1.2,clay,1938,0,804.7
2016,Central,Coffee,932.3,18.4,27.9,5.08,5.45,loam,2913,1,1157.7
2015,Rift Valley,Beans,1255.0,19.1,3.3,2.23,2.64,volcanic,1954,1,1023.3
2019,Western,Coffee,1540.8,21.7,21.6,4.09,0.64,clay,1476,0,580.1
2018,Western,Wheat,1566.4,23.6,55.9,0.0,3.36,clay,1391,0,729.5
2002,Central,Maize,838.6,16.5,39.1,2.67,1.41,loam,1954,1,1404.6
2003,Coast,Coffee,1269.9,29.8,35.4,0.24,1.6,loam,514,0,217.2
2007,North Eastern,Maize,287.8,32.9,26.0,2.01,1.03,sandy,562,0,181.3
2010,Western,Sorghum,1451.1,23.8,74.0,1.9,2.17,clay,1466,0,426.2
2012,Eastern,Beans,555.0,27.3,37.7,2.52,0.89,sandy,1059,0,257.1
2015,Nyanza,Wheat,1178.8,21.3,0.0,1.97,1.15,clay,1733,0,1188.5
2022,Nyanza,Coffee,699.2,23.9,37.6,2.0,1.57,loam,1607,0,563.6
2018,Nyanza,Maize,1962.6,23.2,52.0,1.04,2.31,loam,1588,0,1266.9
2010,Eastern,Coffee,853.5,24.0,36.2,1.96,1.19,sandy,1281,1,371.4
2004,Nyanza,Tea,1536.4,22.9,45.2,0.9,2.05,loam,1463,0,4846.9
2012,North Eastern,Sorghum,338.2,30.2,54.7,2.38,1.43,sandy,403,0,475.5
2011,Coast,Sorghum,1151.7,27.8,65.2,3.11,1.15,sandy,256,0,369.1
2016,Rift Valley,Tea,1261.5,22.3,41.3,4.99,1.21,loam,2374,1,8833.8
2021,North Eastern,Wheat,292.8,30.3,37.7,0.33,5.24,sandy,332,0,157.6
2020,Central,Sorghum,1160.9,19.8,51.0,1.71,1.0,volcanic,2265,1,710.2
2017,Western,Coffee,1759.7,19.7,72.7,0.78,1.67,clay,1524,0,633.3
2002,Western,Wheat,1853.2,21.7,104.9,5.96,1.19,loam,1564,0,1318.5
2019,Rift Valley,Coffee,738.5,18.6,19.1,5.18,4.38,volcanic,2182,1,1180.8
2006,Nyanza,Maize,1580.9,21.3,89.7,2.9,3.3,clay,1698,1,2013.1
2023,Central,Tea,1006.4,19.3,28.3,3.26,2.13,volcanic,2629,1,13579.7
2021,Rift Valley,Tea,1173.6,19.3,57.0,4.34,1.71,volcanic,1589,1,12485.3
2020,Eastern,Sorghum,422.7,24.1,46.6,5.02,0.54,clay,1357,0,1317.7
2008,North Eastern,Tea,393.6,28.2,2.7,4.01,0.84,sandy,215,0,186.9
2002,Western,Maize,1193.7,22.2,31.7,4.75,3.63,clay,1883,1,2198.8
2002,Eastern,Coffee,533.0,20.1,44.7,1.36,0.29,clay,966,0,526.1
2004,Eastern,Sorghum,584.1,23.0,51.8,3.52,1.67,clay,1383,0,1108.2
2021,Western,Maize,1696.8,22.0,56.5,1.38,0.75,loam,1873,1,1928.3
2018,Coast,Sorghum,1287.3,28.4,46.2,0.86,0.73,loam,38,1,756.7
2023,Nyanza,Coffee,1078.8,21.4,53.8,2.15,4.11,loam,1108,0,868.2
2015,Eastern,Beans,590.1,26.7,41.6,4.1,0.94,clay,935,0,453.8
2005,Coast,Sorghum,1199.4,26.9,60.0,1.75,0.78,loam,219,0,641.2
2004,Rift Valley,Tea,521.3,19.4,40.0,1.27,2.14,loam,2315,1,10162.8
2018,Western,Beans,1060.9,21.3,59.6,1.92,4.56,clay,1975,0,743.5
2007,Eastern,Coffee,244.2,20.8,43.3,2.99,0.71,sandy,1474,0,323.8
2009,North Eastern,Tea,236.4,35.5,14.6,4.8,1.25,clay,434,0,248.3
2008,Rift Valley,Maize,871.7,20.8,55.8,2.47,0.39,loam,2518,1,3356.5
2010,Rift Valley,Maize,909.2,20.5,69.9,2.8,1.18,volcanic,1737,1,2572.8
2011,Eastern,Coffee,699.6,23.1,55.2,2.06,1.29,clay,805,0,446.7
2022,Nyanza,Coffee,1333.5,24.9,27.4,2.58,0.8,clay,1485,0,515.3
2002,North Eastern,Tea,227.9,29.0,80.0,2.04,1.74,sandy,522,0,210.5
2019,Central,Coffee,1042.5,17.5,79.3,3.0,1.05,volcanic,2213,1,1358.8
2019,North Eastern,Sorghum,345.5,29.1,23.6,3.16,2.55,clay,501,0,829.7
2018,North Eastern,Wheat,309.5,30.4,58.7,3.67,1.38,clay,245,0,285.5
2017,Rift Valley,Tea,1019.0,17.9,31.7,1.11,1.32,loam,1524,1,8899.3
2015,Eastern,Sorghum,688.9,22.8,43.6,0.95,1.83,clay,650,0,929.8
2019,Coast,Maize,1134.6,31.1,62.0,1.24,2.1,loam,163,0,660.5
2016,Rift Valley,Sorghum,939.5,19.2,44.6,2.61,0.55,loam,1611,1,746.6
2009,Rift Valley,Beans,769.1,14.9,47.5,4.68,0.89,loam,1512,1,1065.7
2018,Rift Valley,Coffee,862.5,20.7,23.5,1.76,0.33,volcanic,2712,1,1070.8
2008,Coast,Sorghum,1135.4,25.6,38.5,3.76,1.26,loam,180,1,864.7
2001,Nyanza,Wheat,1461.4,23.8,68.3,1.19,1.25,loam,1366,1,1643.6
2011,Nyanza,Wheat,1331.4,23.3,33.7,4.24,1.93,loam,1563,0,1221.0
2001,Coast,Tea,688.4,30.2,31.9,2.25,2.14,loam,499,1,1388.0
2015,North Eastern,Maize,443.9,25.1,28.9,2.55,2.99,clay,412,0,613.0
2011,Central,Beans,878.7,18.0,16.7,4.61,0.76,volcanic,1600,1,1639.1
2016,Western,Maize,1177.9,19.8,53.4,3.41,1.03,clay,1726,0,1327.7
2010,Central,Coffee,1126.9,18.0,50.4,4.51,1.27,loam,2005,1,1397.5
2020,Western,Maize,1334.4,22.9,36.3,3.98,3.1,loam,1829,0,2255.0
2005,Central,Beans,1503.2,14.0,40.2,1.47,1.09,volcanic,2963,1,873.9
2023,North Eastern,Beans,229.2,29.9,51.1,1.61,0.37,sandy,396,0,105.6
2022,Central,Maize,1045.2,14.5,4.4,4.74,2.13,loam,1980,1,1149.9
2021,Rift Valley,Maize,956.8,19.0,32.0,0.42,2.7,volcanic,2645,1,2059.5
2019,Coast,Tea,922.1,25.0,35.1,2.09,0.2,sandy,499,0,775.8
2016,Eastern,Coffee,301.0,24.3,88.7,0.5,1.27,clay,988,0,460.0
2003,Rift Valley,Sorghum,688.5,20.2,37.7,2.82,0.68,volcanic,1851,1,1219.5
2003,Nyanza,Maize,1923.8,24.4,24.9,2.33,0.92,clay,1169,0,1139.7
2015,Coast,Maize,1710.8,30.8,44.8,2.95,1.32,sandy,248,0,294.4
2022,North Eastern,Beans,193.8,31.0,52.5,3.46,0.78,sandy,401,0,100.0
2015,Central,Coffee,1233.3,19.5,81.4,3.78,4.97,loam,1974,1,1476.2
2011,Eastern,Coffee,362.5,24.9,51.0,3.59,1.72,sandy,1463,0,256.3
2015,Coast,Wheat,994.2,28.2,63.3,4.88,0.84,loam,448,0,780.6
2020,Western,Beans,1260.4,19.8,0.0,2.35,0.89,clay,1392,1,631.9
2021,Western,Sorghum,1532.6,23.4,70.0,2.61,4.22,loam,1473,1,528.6
2017,Nyanza,Coffee,1229.7,24.0,45.8,2.57,2.59,loam,1199,1,833.1
2011,North Eastern,Wheat,357.7,26.2,42.7,1.15,1.12,clay,352,1,493.4
2003,Western,Maize,1468.4,24.8,32.3,3.07,1.49,clay,1437,0,994.9
2013,Western,Wheat,1958.4,22.4,53.2,0.25,3.11,clay,1414,0,735.7
2023,Central,Sorghum,1113.5,17.5,21.5,4.43,0.87,loam,2181,1,588.6
2010,Eastern,Coffee,596.6,20.6,16.9,2.98,0.52,clay,861,0,404.5
2009,Rift Valley,Coffee,691.4,19.7,32.3,3.15,1.31,loam,1933,1,1188.1
2010,Rift Valley,Maize,459.4,18.6,44.9,0.81,0.63,volcanic,2464,1,2505.1
2006,Central,Beans,1312.9,15.0,39.5,2.24,1.58,volcanic,2177,1,955.0
2012,Nyanza,Maize,853.7,21.8,47.4,3.38,1.26,loam,1567,0,2045.2
2012,Rift Valley,Wheat,952.5,17.4,30.6,4.18,4.14,loam,1812,1,4132.4
2014,Coast,Tea,902.6,28.5,42.1,2.54,0.8,sandy,248,1,713.0
2022,Central,Beans,1177.3,16.2,21.5,2.9,1.54,volcanic,1761,1,1048.2
2000,Eastern,Beans,438.4,21.5,67.4,2.53,2.01,clay,1444,0,675.6
2012,Central,Sorghum,889.7,18.3,63.8,5.27,2.44,volcanic,2620,1,1075.3
2018,Nyanza,Wheat,1259.5,21.5,67.0,1.52,0.77,loam,1105,0,1722.2
2011,Western,Wheat,1636.8,24.3,21.8,2.19,3.82,clay,1623,0,712.8
2015,Coast,Coffee,1116.6,25.7,62.3,2.39,1.43,sandy,294,0,216.4
2022,Central,Tea,1198.3,19.0,51.7,2.59,1.89,loam,2647,1,11357.0
2006,Western,Wheat,1608.3,24.7,55.5,2.49,1.57,loam,1218,0,1134.5
2019,Central,Tea,1318.1,19.2,56.4,3.26,2.85,volcanic,2570,1,15712.1
2011,Rift Valley,Tea,927.3,18.4,50.0,0.07,1.25,loam,2694,1,10093.3
2013,Coast,Wheat,550.8,29.5,53.9,4.88,0.78,sandy,418,0,379.5
2014,Western,Coffee,1621.5,20.5,59.8,2.17,1.95,clay,1475,0,661.4
2003,Eastern,Maize,590.2,21.5,29.6,4.49,2.41,sandy,1494,0,809.3
2000,North Eastern,Sorghum,367.8,26.5,3.6,5.3,0.51,sandy,185,0,685.3
2014,Eastern,Maize,521.9,24.3,19.4,2.84,0.41,clay,936,0,1005.8
2009,Nyanza,Sorghum,1436.4,23.6,38.1,2.51,0.9,loam,1204,0,620.0
2017,Central,Tea,1298.8,11.3,22.9,0.81,1.13,loam,2205,1,7193.7
2017,Western,Coffee,1539.9,23.5,36.1,2.55,0.97,loam,1255,0,650.5
2013,Rift Valley,Tea,1123.7,19.0,36.4,2.33,3.33,loam,2607,1,9185.8
2016,Eastern,Maize,447.1,22.1,42.1,1.98,2.18,clay,848,0,1009.0
2003,Central,Sorghum,1592.5,17.0,60.2,4.51,0.8,loam,2155,1,314.8
2022,Rift Valley,Beans,770.2,17.1,49.5,2.83,0.78,volcanic,2789,1,1083.7
2003,Eastern,Coffee,611.2,21.3,58.7,3.15,1.08,clay,1368,0,583.6
2004,Eastern,Tea,357.1,22.5,44.2,2.59,1.02,clay,1356,0,1536.0
2012,Western,Maize,1614.9,20.7,54.0,3.09,2.53,loam,1873,0,1839.2
2004,North Eastern,Maize,292.6,30.5,26.7,2.8,0.88,clay,474,0,386.1
2006,Western,Coffee,1428.8,21.8,48.2,4.86,0.37,clay,1246,1,836.2
2004,Eastern,Wheat,829.9,25.4,16.2,3.48,0.68,clay,1280,1,1008.9
2000,Nyanza,Tea,1135.6,23.2,63.3,3.89,1.38,clay,1319,0,4720.5
2013,North Eastern,Wheat,231.1,32.4,40.0,2.23,1.61,sandy,351,0,183.4
2008,Coast,Tea,1597.4,28.8,71.8,1.65,0.77,sandy,375,0,637.8
2002,Nyanza,Tea,1318.9,22.9,79.1,3.53,3.96,loam,1358,1,8534.8
